x;y;total_temperature
0.016188668;-0.0045792083;7718.3174
0.015851334;-0.0045793988;7729.3843
0.01551399;-0.0045795902;7730.0737
0.015176669;-0.004579775;7733.3823
0.014164629;-0.0045802752;7822.6899
0.014839413;-0.0045799473;7741.9795
0.014164635;-0.0042843614;7842.7349
0.014502216;-0.0045801122;7777.9497
0.014164641;-0.0039884299;7861.2017
0.014502235;-0.0042841993;7773.5645
0.014502253;-0.0039882697;7810.2305
0.023268856;-0.0039836732;7711.9277
0.014502272;-0.0036923231;7844.0625
0.01483947;-0.0039881058;7749.5718
0.022931818;-0.0039838515;7714.4268
0.023269005;-0.003687914;7754.124
0.023605898;-0.0039834948;7706.4004
0.014164689;-0.0019163715;7875.894
0.014502419;-0.0016201589;7772.248
0.014839503;-0.003692162;7803.1831
0.015176708;-0.0039879377;7725.644
0.022594776;-0.0039840303;7712.7271
0.022931974;-0.0036880844;7758.0254
0.023606036;-0.0036877438;7753.7964
0.023942942;-0.003983316;7697.8296
0.014164683;-0.0022124399;7846.8037
0.014502401;-0.0019162395;7804.5757
0.01483975;-0.001620034;7698.042
0.014164668;-0.002804517;7774.3999
0.014502309;-0.0031003775;7718.0938
0.014839534;-0.0033962019;7717.1191
0.015176754;-0.0036919969;7800.4424
0.015513982;-0.0039877691;7715.3579
0.022257732;-0.0039842087;7711.1768
0.02259494;-0.0036882549;7760.9365
0.02394307;-0.0036875731;7750.6704
0.024279989;-0.0039831377;7700.8247
0.014164677;-0.0025084876;7824.2505
0.014502381;-0.0022122995;7718.6909
0.014839718;-0.0019161049;7695.9771
0.015177103;-0.0016199066;7652.8115
0.014502332;-0.0028043736;7731.2573
0.014839566;-0.003100225;7689.6133
0.015176799;-0.0033960408;7767.5078
0.015514027;-0.0036918283;7797.0942
0.015851313;-0.0039875987;7707.4751
0.021920683;-0.003984387;7705.3213
0.0222579;-0.0036884253;7763.4668
0.024280103;-0.0036874029;7748.6421
0.024617039;-0.0039829593;7704.1904
0.014502358;-0.0025083451;7729.5586
0.014839679;-0.0022121649;7493.1006
0.015177048;-0.0019159794;7612.8511
0.015514469;-0.0016197888;7638.4614
0.014839598;-0.00280423;7707.562
0.015176844;-0.0031000688;7671.061
0.015514087;-0.0033958764;7766.9824
0.015851337;-0.0036916598;7794.501
0.016188685;-0.0039874231;7695.4043
0.021583628;-0.0039845658;7710.5078
0.021920856;-0.0036885957;7770.4121
0.024617141;-0.0036872325;7747.4678
0.024954103;-0.0039827805;7708.4131
0.014839634;-0.0025082114;7617.4204
0.015176985;-0.0022120422;7348.4175
0.015514388;-0.001915866;7588.4404
0.015851848;-0.0016196736;7640.8418
0.015176889;-0.0028040803;7679.5532
0.015514146;-0.0030999093;7656.4287
0.015851395;-0.0033957087;7764.1792
0.016188698;-0.0036914926;7790.6401
0.016526043;-0.0039872443;7703.2378
0.021246567;-0.0039847442;7710.7939
0.021583805;-0.0036887662;7771.4551
0.024954187;-0.0036870618;7744.0078
0.025291169;-0.0039826022;7707.7769
0.015176933;-0.0025080745;7556.3301
0.015514317;-0.002211913;7292.3896
0.01585176;-0.0019157336;7609.8711
0.016189253;-0.0016195391;7623.9775
0.016864046;-0.0016192459;7612.3706
0.015514202;-0.0028039268;7659.0479
0.015851466;-0.0030997468;7645.6655
0.016188731;-0.0033955413;7756.2529
0.016526075;-0.0036913236;7789.7363
0.016863376;-0.003987066;7704.5967
0.020909498;-0.003984923;7714.5264
0.021246744;-0.0036889366;7773.8335
0.025291238;-0.0036868914;7743.1089
0.025628248;-0.0039824238;7706.854
0.01551426;-0.0025079283;7541.3062
0.015851684;-0.0022117645;7271.6929
0.016189162;-0.0019155794;7567.8989
0.01652666;-0.0016193932;7617.1333
0.016863933;-0.0019152658;7579.1123
0.015851537;-0.0028037704;7659.3462
0.0161888;-0.0030995787;7643.104
0.016526105;-0.0033953781;7755.0869
0.016863426;-0.0036911531;7790.2764
0.017200679;-0.0039868872;7703.7813
0.020572416;-0.0039851014;7718.875
0.020909673;-0.003689107;7775.7427
0.025628297;-0.003686721;7735.7124
0.025965337;-0.003982245;7706.3091
0.015851609;-0.0025077765;7531.438
0.016189072;-0.0022116038;7265.8784
0.016526556;-0.0019154235;7561.3604
0.01618889;-0.0028036041;7664.2866
0.016526155;-0.0030994122;7644.7261
0.016863476;-0.003395217;7755.4487
0.017200746;-0.0036909822;7789.1357
0.01753795;-0.0039867088;7705.7954
0.020235322;-0.0039852802;7718.1357
0.02057259;-0.0036892775;7779.022
0.025965368;-0.0036865503;7734.4731
0.026302448;-0.0039820648;7697.1392
0.016188979;-0.0025076123;7538.0205
0.016526455;-0.0022114387;7270.3335
0.016526245;-0.0028034304;7666.144
0.016863527;-0.0030992569;7643.9155
0.017200815;-0.0033950559;7750.5342
0.017538035;-0.0036908118;7787.6357
0.017875196;-0.00398653;7711.207
0.019898217;-0.0039854585;7719.1719
0.020235494;-0.0036894481;7781.0898
0.02630249;-0.0036863575;7730.8994
0.026639609;-0.0039818613;7697.1328
0.016526351;-0.0025074391;7542.0562
0.016863596;-0.0028032737;7670.5571
0.017200883;-0.0030991065;7640.5205
0.017538121;-0.0033948948;7741.4185
0.017875297;-0.0036906414;7788.8301
0.018212419;-0.0039863512;7714.7036
0.019561095;-0.0039856369;7721.5464
0.019898381;-0.0036896183;7784.9434
0.026639687;-0.0036861238;7725.0757
0.026976839;-0.003981621;7710.3145
0.02832645;-0.0039805542;7774.9243
0.016863702;-0.002507274;7552.4429
0.017200951;-0.0028031333;7676.5156
0.017538207;-0.0030989558;7625.1938
0.017875399;-0.0033947336;7737.5933
0.018212534;-0.0036904707;7787.498
0.018549619;-0.0039861728;7720.7905
0.019223955;-0.0039858157;7718.2715
0.019561252;-0.0036897887;7785.2139
0.026976921;-0.0036858693;7730.9897
0.027314095;-0.0039813616;7725.9487
0.027988629;-0.0039808284;7752.6528
0.028326459;-0.003684805;7822.105
0.01720104;-0.0025071343;7564.9292
0.017538292;-0.0028029946;7677.126
0.0178755;-0.0030988054;7631.0381
0.01821265;-0.0033945723;7735.6221
0.018549748;-0.0036903;7791.7573
0.018886797;-0.003985994;7714.0674
0.019224104;-0.0036899594;7787.6963
0.027314162;-0.0036856104;7739.02
0.02765136;-0.0039810976;7734.2246
0.027988659;-0.0036850786;7787.7109
0.028326469;-0.0033890666;7865.9487
0.017538378;-0.00250701;7571.3623
0.017875602;-0.0028028563;7679.5894
0.018212764;-0.003098655;7630.5781
0.018549874;-0.0033944112;7715.9048
0.018886935;-0.0036901298;7790.5605
0.027651407;-0.0036853468;7753.3564
0.027988687;-0.003389338;7772.207
0.028326478;-0.0030933386;7874.0732
0.017875703;-0.0025068845;7577.5234
0.018212881;-0.0028027177;7687.1431
0.018550003;-0.0030985046;7622.3125
0.018887075;-0.0033942503;7717.4927
0.027651455;-0.0033896042;7669.1675
0.027988717;-0.0030936063;7792.7383
0.028326489;-0.0027976215;7897.2295
0.018212995;-0.0025067593;7588.3105
0.018550131;-0.0028025792;7689.7334
0.018887214;-0.003098354;7617.7612
0.027651504;-0.0030938687;7684.0542
0.027988747;-0.0027978837;7855.1948
0.017875919;-0.001914866;7546.7876
0.018550258;-0.002506634;7584.7266
0.018887354;-0.0028024404;7689.5259
0.019224402;-0.0030982038;7622.8345
0.027651552;-0.0027981403;7800.8408
0.02798878;-0.0025021704;7800.4233
0.017876053;-0.0016188326;7578.2813
0.018213226;-0.0019147755;7517.624
0.018887492;-0.0025065085;7590.0928
0.019224551;-0.0028023021;7697.772
0.019561566;-0.0030980532;7619.3252
0.027314363;-0.0027983927;7769.3291
0.027651606;-0.0025024193;7766.2329
0.01821335;-0.001618745;7563.0571
0.018550515;-0.0019146804;7544.3994
0.0192247;-0.0025063832;7598.8022
0.019561723;-0.0028021636;7699.9131
0.019898709;-0.0030979028;7614.9517
0.026977178;-0.0027986409;7758.8398
0.027314434;-0.0025026635;7750.1758
0.02765166;-0.002206706;7433.5107
0.027988844;-0.0019107604;7527.7798
0.028326532;-0.0016148352;7710.1118
0.018550642;-0.00161867;7580.8062
0.018887771;-0.0019145852;7507.0498
0.019561879;-0.002506258;7608.4565
0.019898873;-0.0028020251;7702.9199
0.026639996;-0.0027988849;7748.9414
0.026977267;-0.0025029047;7726.3887
0.027314506;-0.0022069404;7470.8853
0.027651716;-0.0019109955;7470.6587
0.027988875;-0.0016150639;7571.0522
0.028326543;-0.0013191567;7766.0342
0.018887909;-0.0016185918;7583.2729
0.019224998;-0.0019144902;7498.2754
0.019899037;-0.0025061327;7599.6523
0.020236;-0.0028018865;7708.7412
0.026302826;-0.0027991282;7749.6113
0.026640104;-0.0025031432;7730.4604
0.026977357;-0.0022071714;7358.9033
0.027314585;-0.0019112232;7436.2993
0.027651768;-0.0016152873;7414.9585
0.027988909;-0.0013193726;7516.21
0.028326554;-0.0010234842;7804.98
0.019225147;-0.0016185138;7530.4258
0.019562196;-0.0019143951;7510.252
0.020236168;-0.0025060074;7622.5791
0.020573108;-0.0028017482;7712.5898
0.020910023;-0.0030974513;7601.9277
0.025965676;-0.002799372;7748.9927
0.026302952;-0.0025033816;7731.1318
0.026640214;-0.0022074031;7449.98
0.026977453;-0.0019114432;7394.062
0.027314659;-0.0016155062;7340.9204
0.02765182;-0.0013195828;7100.8809
0.027988942;-0.001023686;7601.8115
0.028326565;-0.00072781707;7826.8809
0.019562352;-0.0016184356;7545.3018
0.019899365;-0.0019143001;7471.3594
0.020573281;-0.0025058824;7632.0688
0.020910196;-0.0028016095;7712.3218
0.025628546;-0.0027996048;7745.9712
0.025965815;-0.0025036191;7724.3872
0.026303079;-0.0022076343;7468.042
0.026640326;-0.0019116635;7394.5273
0.02697755;-0.0016157185;7307.7881
0.027314734;-0.0013197886;6948.4609
0.027651878;-0.0010238816;7322.8193
0.027988978;-0.00072800368;7734.0728
0.028326577;-0.00043215408;7580.6938
0.019899528;-0.0016183577;7532.8511
0.020236507;-0.001914205;7470.9888
0.020910373;-0.0025057569;7640.5508
0.02124727;-0.0028014712;7714.1387
0.025291465;-0.0027997978;7743.7725
0.025628699;-0.002503854;7720.4692
0.025965959;-0.0022078636;7444.0107
0.026303209;-0.0019118852;7397.2222
0.026640441;-0.0016159257;7306.6836
0.026977647;-0.0013199904;6909.7388
0.027314812;-0.0010240726;7184.52
0.027651934;-0.00072818343;7626.5874
0.027989013;-0.0004323246;7484.9224
0.020236677;-0.0016182796;7523.5356
0.020573627;-0.00191411;7492.2085
0.021247447;-0.0025056317;7646.6943
0.02158433;-0.0028013326;7717.9229
0.024954442;-0.0027999484;7745.5195
0.025291601;-0.0025040726;7719.6504
0.025628854;-0.0022080899;7429.7603
0.025966104;-0.0019121044;7448.7559
0.02630334;-0.0016161338;7312.3916
0.026640559;-0.001320187;6902.9727
0.026977744;-0.0010242596;7131.5771
0.027314886;-0.00072835805;7560.7124
0.027651992;-0.00043248764;7403.4614
0.020573799;-0.0016182016;7514.769
0.020910723;-0.001914015;7484.6636
0.021584503;-0.0025055064;7645.9692
0.021921374;-0.0028011941;7719.4458
0.024617447;-0.002800087;7740.1299
0.024954546;-0.0025042458;7716.2549
0.025291767;-0.0022083139;7430.0039
0.025629012;-0.0019123212;7421.9443
0.025966249;-0.0016163415;7325.854
0.026303474;-0.0013203805;6903.2988
0.026640674;-0.001024443;7117.7998
0.026977839;-0.00072852848;7537.5835
0.027314968;-0.00043264433;7336.8701
0.020910898;-0.0016181236;7501.3491
0.021247797;-0.0019139198;7476.1548
0.021921547;-0.0025053814;7658.6431
0.022258407;-0.002801056;7720.5332
0.024280449;-0.0028002253;7734.5557
0.024617547;-0.0025043795;7717.0708
0.024954695;-0.0022085169;7427.8564
0.025291933;-0.0019125352;7395.4082
0.025629172;-0.0016165465;7328.0337
0.025966398;-0.0013205737;6910.8647
0.026303608;-0.0010246228;7102.8203
0.026640791;-0.00072869548;7528.312
0.02697794;-0.00043279672;7302.6724
0.021247974;-0.0016180455;7479.6499
0.021584855;-0.0019138249;7459.9038
0.02192172;-0.0022095602;7345.5791
0.022258578;-0.0025052561;7668.8682
0.022595432;-0.0028009173;7724.9502
0.023943452;-0.0028003638;7729.3115
0.024280567;-0.0025045048;7696.7681
0.024617665;-0.002208669;7414.5718
0.024954867;-0.0019127452;7434.4614
0.025292102;-0.0016167479;7354.7666
0.025629332;-0.0013207647;6921.8716
0.025966547;-0.0010248;7099.0913
0.026303744;-0.0007288598;7512.9121
0.026640913;-0.00043294585;7295.2124
0.02158503;-0.0016179674;7479.1382
0.021921894;-0.0019137301;7454.5405
0.022258746;-0.0022094494;7334.9434
0.022595596;-0.0025051308;7678.6318
0.022932446;-0.002800779;7729.3174
0.023606453;-0.0028005019;7731.5737
0.023943581;-0.00250463;7681.9424
0.02428068;-0.0022087849;7386.7114
0.024617817;-0.0019129294;7440.2568
0.024955045;-0.001616945;7379.9229
0.025292274;-0.0013209514;6934.2188
0.025629494;-0.0010249747;7099.5605
0.025966698;-0.00072902022;7512.6284
0.026303882;-0.00043309285;7280.166
0.021922067;-0.0016178894;7461.5874
0.022258915;-0.0019136348;7447.0825
0.022595759;-0.0022093388;7369.043
0.022932602;-0.0025050058;7686.7949
0.023269452;-0.0028006407;7730.062
0.023606593;-0.002504755;7685.4932
0.023943709;-0.0022088957;7386.8091
0.024280805;-0.0019130611;7410.3076
0.024617994;-0.0016171387;7381.8594
0.024955224;-0.0013211351;6947.7466
0.025292449;-0.0010251463;7082.2773
0.025629658;-0.00072917738;7504.4258
0.025966857;-0.00043323659;7282.7339
0.022259085;-0.0016178114;7438.3662
0.022595923;-0.0019135398;7484.21
0.02293276;-0.002209228;7372.5972
0.023269601;-0.0025048805;7683.9575
0.023606732;-0.0022090063;7381.376
0.023943836;-0.0019131599;7418.0107
0.024280962;-0.0016173064;7375.4707
0.02461818;-0.0013213162;6944.2583
0.024955407;-0.0010253156;7085.2686
0.025292626;-0.00072933279;7470.8354
0.02562983;-0.0004333746;7267.4761
0.022596087;-0.0016177333;7453.772
0.022932917;-0.0019134448;7423.0791
0.02326975;-0.0022091174;7373.8237
0.023606872;-0.0019132548;7460.8462
0.023943972;-0.0016174191;7373.7197
0.024281146;-0.0013214948;6940.0571
0.024618372;-0.0010254825;7078.479
0.024955597;-0.000729486;7452.3857
0.025292804;-0.0004335104;7226.9688
0.022933073;-0.0016176554;7441.4248
0.023269899;-0.0019133498;7455.4033
0.02360701;-0.0016174994;7411.729
0.023944128;-0.0013216455;6836.2642
0.024281343;-0.0010256472;7076.5239
0.024618568;-0.00072963722;7444.416
0.024955785;-0.00043364696;7210.0425
0.023270048;-0.0016175774;7411.7808
0.023607152;-0.0013217379;6948.4873
0.023944318;-0.0010258099;7066.4126
0.024281546;-0.00072978745;7441.8638
0.024618767;-0.00043378246;7181.8452
0.023270197;-0.0013217984;6859.1704
0.02360731;-0.0010259415;7072.1143
0.023944527;-0.00072993687;7429.3169
0.024281755;-0.00043391733;7208.8872
0.023270346;-0.0010260122;7060.1396
0.023607507;-0.00073008356;7418.5527
0.023944741;-0.00043405144;7187.46
0.022933388;-0.0010260525;7071.0859
0.023270512;-0.00073019153;7414.2993
0.023607727;-0.00043418424;7170.9424
0.022596415;-0.0010260928;7066.8813
0.022933546;-0.00073023693;7407.0542
0.023270715;-0.00043430889;7143.6426
0.022259424;-0.0010261331;7047.7734
0.022596579;-0.00073025655;7407.1924
0.022933718;-0.00043438841;7156.5244
0.021922411;-0.0010261734;7064.0059
0.022259591;-0.00073027617;7393.6753
0.022596743;-0.0004344082;7149.0068
0.021585379;-0.0010262138;7067.6777
0.021922585;-0.00073029572;7377.542
0.022259761;-0.00043440587;7133.8999
0.021248326;-0.0010262541;7052.748
0.021585556;-0.0007303154;7372.1147
0.021922758;-0.00043440354;7118.4927
0.020911248;-0.0010262944;7062.4678
0.021248503;-0.00073033496;7363.5044
0.021585729;-0.00043440121;7088.3364
0.020574145;-0.0010263347;7055.8081
0.020911423;-0.00073035457;7345.543
0.021248676;-0.00043439891;7108.1284
0.020237016;-0.001026375;7043.5967
0.020574318;-0.00073037419;7333.896
0.020911599;-0.00043439656;7091.1973
0.019899856;-0.0010264154;7040.311
0.020237185;-0.0007303938;7325.9209
0.020574491;-0.00043439423;7079.4644
0.019562667;-0.0010264558;7037.061
0.01990002;-0.00073041342;7324.4229
0.020237353;-0.00043439196;7072.5313
0.019225445;-0.0010264961;7034.0518
0.019562826;-0.00073043304;7307.5947
0.019900184;-0.00043438957;7060.6597
0.018888189;-0.0010265363;7039.0342
0.019225594;-0.00073045265;7321.6074
0.019562982;-0.0004343873;7051.9194
0.01855091;-0.0010265969;7022.3877
0.018888332;-0.00073049311;7300.498
0.019225746;-0.00043440278;7038.1592
0.01821362;-0.001026698;7008.501
0.018551052;-0.00073058088;7293.3486
0.018888485;-0.00043446675;7028.165
0.017876312;-0.001026819;7014.6431
0.018213753;-0.00073069427;7278.5718
0.018551201;-0.00043456588;7015.1992
0.017538983;-0.0010269383;7017.7646
0.017876435;-0.00073080405;7257.481
0.018213892;-0.00043466908;7000.8647
0.017201632;-0.0010270558;7044.2471
0.017539099;-0.00073090999;7254.1299
0.017876565;-0.00043476891;6990.1733
0.016864259;-0.0010271715;7012.709
0.017201744;-0.00073101418;7250.5508
0.01753922;-0.0004348653;6982.334
0.016526859;-0.0010272879;7000.3286
0.016864361;-0.00073111674;7230.7178
0.017201852;-0.00043495782;6969.9321
0.016189439;-0.0010274007;6994.8618
0.016526956;-0.00073121471;7206.6206
0.016864471;-0.00043503789;6959.9634
0.015852014;-0.0010275096;6994.1616
0.016189527;-0.00073131401;7208.5605
0.01652706;-0.00043511609;6945.4814
0.015514593;-0.0010276189;6995.7026
0.015852083;-0.00073141494;7191.5044
0.016189616;-0.00043520672;6938.835
0.015177192;-0.0010277262;7004.8374
0.01551465;-0.00073151157;7181.0249
0.015852155;-0.00043529909;6925.6284
0.014164708;-0.0010280338;7195.5396
0.014839814;-0.0010278313;7032.688
0.015177238;-0.00073160627;7178.7026
0.015514709;-0.00043538481;6922.6216
0.014164715;-0.00073187554;7412.0864
0.014502457;-0.001027934;7109.415
0.014839847;-0.00073169876;7194.6348
0.015177284;-0.00043546592;6923.3472
0.014164724;-0.00043569005;7570.3179
0.014502478;-0.00073178863;7267.8076
0.014839882;-0.00043554479;6997.498
0.014164735;-0.00013948027;7638.0898
0.014502501;-0.00043561732;7256.3218
0.014164742;0.0001567499;7721.5732
0.014502531;-0.00013941573;7314.4985
0.014164749;0.00045299678;7509.8354
0.014502558;0.00015680518;7532.6924
0.014502579;0.00045303255;7411.73
0.014839971;0.00015685326;7345.1992
0.014840016;0.00045307458;7303.6045
0.015177392;0.00015689005;7272.3501
0.01517746;0.00045310834;7244.3013
0.01551484;0.00015693909;7249.2988
0.015514918;0.00045313599;7268.1865
0.015852315;0.00015700303;7244.6558
0.015852399;0.00045317574;7232.9097
0.016189799;0.0001570679;7233.7773
0.016189894;0.00045322446;7204.7554
0.016527269;0.00015713363;7222.7065
0.016527373;0.00045327391;7180.0654
0.016864717;0.00015720016;7205.1411
0.016864829;0.00045332403;7181.6592
0.017202122;0.00015725615;7196.7285
0.017202251;0.00045337476;7159.0132
0.01753949;0.00015730405;7199.3774
0.017539635;0.00045341701;7158.8706
0.017876845;0.00015736429;7192.1611
0.01787699;0.00045345328;7140.8066
0.018214183;0.00015743441;7175.0317
0.018214326;0.00045349938;7140.1353
0.018551497;0.0001575052;7191.3516
0.018551644;0.0004535529;7123.3667
0.01888879;0.00015757667;7147.02
0.018888939;0.00045360695;7116.1504
0.019226061;0.00015764881;7123.8467
0.019226212;0.00045366155;7080.3091
0.019563306;0.00015770666;7173.0566
0.019563461;0.00045371661;7104.8262
0.019900516;0.00015771521;7142.4648
0.019900681;0.00045375226;7101.4102
0.020237692;0.00015767725;7128.3882
0.020237863;0.0004537316;7081.8701
0.020574838;0.00015762744;7117.2217
0.020575009;0.00045366536;7073.2002
0.020911947;0.00015757763;7109.4341
0.020912124;0.00045359027;7065.6597
0.02124903;0.00015752781;7099.5313
0.021249205;0.00045351515;7043.1216
0.021586081;0.00015747802;7087.6055
0.021586254;0.00045344007;7053.1187
0.021923102;0.00015742821;7084.7788
0.021923283;0.00045337598;7027.8149
0.022260109;0.00015739308;7078.7935
0.022260312;0.00045336338;7045.1162
0.022597123;0.00015741221;7072.8555
0.022597346;0.00045341271;7012.0664
